division,adress,cctv,lat,long,cctvCnt,date
강서구,C301004_화곡8동 332-6,방범,37.535595,126.8479,1,2021-01-29
강서구,C301004_화곡8동 332-6(보조1) 동남빌라 (초록마을로 149-19)방향,방범,37.535595,126.8479,1,2021-01-29
강서구,C251098_화곡1동 351-56(고정2) - 중앙화곡하이츠아파트 방향,방범,37.5355966,126.84234,1,2021-01-29
강서구,C251098_화곡1동 351-56(고정1) - 명신타운8차 방향,방범,37.5355966,126.84234,1,2021-01-29
강서구,C281028_화곡4동 773-1(고정1) 등촌로 방향,방범,37.53559793,126.8630287,1,2021-01-29
강서구,S262003(A6021)_화곡2동 458-28 (우일유치원),방범,37.53560859,126.854616,1,2021-01-29
강서구,C281054_화곡4동 813-2(고정2),방범,37.5356289,126.860842,1,2021-01-29
강서구,C281054_화곡4동 813-2(고정3),방범,37.5356289,126.860842,1,2021-01-29
강서구,C281054_화곡4동 813-2(고정1),방범,37.53562896,126.8608429,1,2021-01-29
강서구,C251014(A2040)_화곡1동 369-11,방범,37.53564069,126.8403969,1,2021-01-29
강서구,C251058_화곡1동 351-43,방범,37.5356516,126.8432093,1,2021-01-29
강서구,C251058_화곡1동 351-43(보조1) 강서로17나길 64방향,방범,37.5356516,126.8432093,1,2021-01-29
강서구,C281023_화곡4동 814-18(고정1) 광명하이츠 18차 (등촌로13다길 22-8)방향,방범,37.53571737,126.8596972,1,2021-01-29
강서구,C281023_화곡4동 814-18(고정2) 한강 베스트빌 (등촌로13다길 8-8)방향,방범,37.53571737,126.8596972,1,2021-01-29
강서구,C261001_화곡2동 160-18,방범,37.5358194,126.8527862,1,2021-01-29
강서구,C251003(A1075)_화곡1동 370-13(고정1) 월정로32길 63방향,방범,37.53582,126.83899,1,2021-01-29
강서구,C251003(A1075)_화곡1동 370-13(고정2)덕성사방향,방범,37.53582,126.83899,1,2021-01-29
강서구,C281019_화곡4동 470-13,방범,37.53582587,126.8572712,1,2021-01-29
강서구,C281019_화곡4동 470-13(보조1) 명지 아파트 방향,방범,37.53582587,126.8572712,1,2021-01-29
강서구,C281019_화곡4동 470-13(보조2) 종달새 공원 방향,방범,37.53582587,126.8572712,1,2021-01-29
강서구,C301012(A3017)_화곡8동 396-34,방범,37.53582939,126.8488642,1,2021-01-29
강서구,C251066_화곡1동 367-95(고정1) 화원중학교방향,방범,37.53584021,126.8414688,1,2021-01-29
강서구,C251066_화곡1동 367-95(고정2) 화곡대림아파트방향,방범,37.53584021,126.8414688,1,2021-01-29
강서구,C251066_화곡1동 367-95(고정3) 가로공원로86길 15방향,방범,37.53584021,126.8414688,1,2021-01-29
강서구,C301012(A3017)_화곡8동 396-34(보조1) 안골 어린이공원 방향,방범,37.535843,126.84886,1,2021-01-29
강서구,C301012(A3017)_화곡8동 396-34(보조2) 강서로 18라길 22-3 빛나 어린이집 방향,방범,37.535843,126.84886,1,2021-01-29
강서구,C301035_화곡8동 404-21(고정4) 초록마을로 157-4 엘지타운6차 방향,방범,37.5358549,126.847364,1,2021-01-29
강서구,C301035_화곡8동 404-21(고정3) 초록마을로 157-20 경원그린빌라 방향,방범,37.53585491,126.8473643,1,2021-01-29
강서구,C301032_화곡8동 330-18(고정1) 초록마을로 149-19 동남빌라 방향,방범,37.53588008,126.8482497,1,2021-01-29
강서구,C301032_화곡8동 330-18(고정2) 초록마을로 149-10 성진파크빌 방향,방범,37.53588008,126.8482497,1,2021-01-29
강서구,C261041_화곡2동 459-13(고정2),방범,37.5358879,126.85374,1,2021-01-29
강서구,C261041_화곡2동 459-13(고정3),방범,37.5358879,126.85374,1,2021-01-29
강서구,C261041_화곡2동 459-13(고정1),방범,37.53588797,126.85374,1,2021-01-29
강서구,C251002(A1074)_화곡1동 351-1,방범,37.53589574,126.8421347,1,2021-01-29
강서구,C251002(A1074)_화곡1동351-1(보조1) 화원중학교방향,방범,37.535915,126.84214,1,2021-01-29
강서구,C251105_화곡1동 359-120(고정1) - 대한빌라 방향,방범,37.53593542,126.8417101,1,2021-01-29
강서구,C281049_화곡4동 504-23(고정2) - 우만빌라트 방향,방범,37.5359932,126.861545,1,2021-01-29
강서구,C281049_화곡4동 504-23(고정1) - 태양약국 방향,방범,37.53599327,126.8615454,1,2021-01-29
강서구,C281008(A1408)_화곡4동 816-4,방범,37.53611,126.85984,1,2021-01-29
강서구,C281008(A1408)_화곡4동 816-4(보조1) 이레팰리스 빌라 (등촌로13다길 8-4)방향,방범,37.53611,126.85984,1,2021-01-29
강서구,C301044_화곡8동 333-2(고정1) 강서로 18다길 33 예솔어린이집 방향,방범,37.53611307,126.8467805,1,2021-01-29
강서구,G164003(G9012)_등촌2동 567-1 (그린파킹),방범,37.536125,126.862045,1,2021-01-29
강서구,C251030(A3044)_ 화곡1동 370-63,방범,37.536175,126.83926,1,2021-01-29
강서구,C251030(A3044)_화곡1동 370-63(보조1)월정초등학교방향,방범,37.536175,126.83926,1,2021-01-29
강서구,C161013(A6041)_등촌2동 567-5,방범,37.53619,126.86265,1,2021-01-29
강서구,C161013(A6041)_등촌2동 567-5(보조1) (6시 숲사랑어린이집),방범,37.53619,126.86265,1,2021-01-29
강서구,C251015(A2041)_화곡1동 372-69,방범,37.536205,126.83629,1,2021-01-29
강서구,C251052_화곡1동 371-27,방범,37.536232,126.838286,1,2021-01-29
강서구,C251052_화곡1동 371-27(보조1) 가로공원로 200-17방향,방범,37.536232,126.838286,1,2021-01-29
강서구,C281003(A1099)_화곡4동 504-51,방범,37.536232,126.86075,1,2021-01-29
강서구,C261026_화곡2동 160-1(고정1) 태경빌라 (곰달래로35길 123) 방향,방범,37.53625294,126.8529495,1,2021-01-29
강서구,C281002(A1098)_화곡4동 469-1,방범,37.53628094,126.8555978,1,2021-01-29
강서구,C301035_화곡8동 404-21(고정1) 우리약국방향,방범,37.53628494,126.8468908,1,2021-01-29
강서구,C301035_화곡8동 404-21(고정2) 샛별어린이집방향,방범,37.5362916,126.8468738,1,2021-01-29
강서구,C251111_화곡1동 369-31(고정2),방범,37.5363275,126.839519,1,2021-01-29
강서구,C251111_화곡1동 369-31(고정1),방범,37.5363276,126.8395198,1,2021-01-29
강서구,C251110_화곡1동 372-38(고정2),방범,37.5363279,126.836689,1,2021-01-29
강서구,C251110_화곡1동 372-38(고정1),방범,37.53632797,126.8366895,1,2021-01-29
강서구,C281050_화곡4동 478-9(고정4) - 현대하이츠 빌라 방향,방범,37.5363524,126.858237,1,2021-01-29
강서구,C281050_화곡4동 478-9(고정3) - 아이숲 어린이집 방향,방범,37.53635249,126.8582375,1,2021-01-29
강서구,C301036_화곡8동 153-20(고정1) 안골 어린이공원 방향,방범,37.53635269,126.8501868,1,2021-01-29
강서구,C281050_화곡4동 478-9(고정1) - 뉴타운맨션 방향,방범,37.5363555,126.857963,1,2021-01-29
강서구,C281050_화곡4동 478-9(고정2) - 화곡3차보람쉬움 아파트 방향,방범,37.53635551,126.8579637,1,2021-01-29
강서구,C251109_화곡1동 367-110(고정2),방범,37.5363678,126.84116,1,2021-01-29
강서구,C251109_화곡1동 367-110(고정1),방범,37.53636785,126.8411602,1,2021-01-29
강서구,C281026_화곡4동 504-12(고정2) 등촌로13나길 18 방향,방범,37.53638158,126.8616808,1,2021-01-29
강서구,C281026_화곡4동 504-12(고정1) 불교 용천사 봉제산 방향,방범,37.5363861,126.8616836,1,2021-01-29
강서구,C161033_등촌2동 568-28(고정2),방범,37.5364505,126.862356,1,2021-01-29
강서구,C161033_등촌2동 568-28(고정1),방범,37.5364506,126.8623569,1,2021-01-29
강서구,C301042_화곡8동 407-5(고정2) 까치산 방향,방범,37.53652819,126.8456493,1,2021-01-29
강서구,C301042_화곡8동 407-5(고정1) 화곡 미성아파트 정문 방향,방범,37.53652931,126.8456493,1,2021-01-29
강서구,C251063_화곡1동 371-17(고정1) 가로공원로방향,방범,37.53653203,126.8386542,1,2021-01-29
강서구,C281040_화곡4동 504-155(고정1) 등촌로 13나길 39 예인아트빌 방향,방범,37.53654703,126.8610229,1,2021-01-29
강서구,C301034_화곡8동 152-16(고정3) 강서로 18바길 20 황제빌리지 방향,방범,37.53655978,126.8493276,1,2021-01-29
강서구,C301034_화곡8동 152-16(고정1) 강서로 18마길 34-2 엘지타운7차 방향,방범,37.53657554,126.8493246,1,2021-01-29
강서구,C301034_화곡8동 152-16(고정2) 초록마을로 138-1 금성주택 방향,방범,37.53657558,126.8493331,1,2021-01-29
강서구,C261033_화곡2동 167-1(고정2) 안골어린이공원 방향,방범,37.5365908,126.851776,1,2021-01-29
강서구,C261033_화곡2동 167-1(고정3) 태청그린빌라(곰달래로35길 153) 방향,방범,37.5365908,126.851776,1,2021-01-29
강서구,C261033_화곡2동 167-1(고정1) 산장하이츠 빌라 (곰달래로35길 135) 방향,방범,37.5365908,126.8517769,1,2021-01-29
강서구,C251107_화곡1동 371-51(고정2) - 쌍용맨션 방향,방범,37.5367239,126.837651,1,2021-01-29
강서구,C251107_화곡1동 371-51(고정3) - 우성빌라 방향,방범,37.5367239,126.837651,1,2021-01-29
강서구,C251107_화곡1동 371-51(고정1) - 가로공원로 대로 방향,방범,37.53672393,126.837651,1,2021-01-29
강서구,C301001_화곡8동 151-14,방범,37.536743,126.850494,1,2021-01-29
강서구,C301001_화곡8동 151-14(보조1) 강서로 18아길 25-8 극동빌라 방향,방범,37.536743,126.850494,1,2021-01-29
강서구,C301022_화곡8동 408-30(고정1) 탑건 진선미 아파트 방향,방범,37.53677,126.84634,1,2021-01-29
강서구,C301022_화곡8동 408-30(고정2) 초록마을로 162-19 승진주택 방향,방범,37.53677,126.84634,1,2021-01-29
강서구,C251050_화곡1동 367-90 화원중정문,방범,37.53679,126.84161,1,2021-01-29
강서구,C251050_화곡1동367-90 화원중정문(보조1) 가로공원로86길 15방향,방범,37.53679,126.84161,1,2021-01-29
강서구,C281001_화곡4동 473-1(능골어린이공원),방범,37.53679538,126.8557207,1,2021-01-29
강서구,C301025_화곡8동 409-183,방범,37.5368324,126.8472794,1,2021-01-29
강서구,C251078_화곡1동 368-52(고정1) 월정로 32길 68 화곡7-1 공영주차장 방향,방범,37.5368806,126.839139,1,2021-01-29
강서구,C251078_화곡1동 368-52(고정2) 가로공원로 대로 방향,방범,37.53688064,126.8391393,1,2021-01-29
강서구,C281017_화곡4동 479-6 - 카메라 1,방범,37.53689,126.858894,1,2021-01-29
강서구,C281017_화곡4동 479-6(보조1) - 선경빌라 (등촌로13바길 9-17) 방향,방범,37.53689,126.858894,1,2021-01-29
강서구,C281017_화곡4동 479-6(보조2) - 한광고등학교 방향,방범,37.53689,126.858894,1,2021-01-29
강서구,G164005(G9014)_등촌2동 572-1 (그린파킹),방범,37.536938,126.86197,1,2021-01-29
강서구,C301007_화곡8동 408-19,방범,37.53697161,126.8455605,1,2021-01-29
강서구,C301007_화곡8동 408-19(보조1) 보광사 방향,방범,37.536987,126.84555,1,2021-01-29
강서구,C251082_화곡1동 367-153(고정1) 가로공원로 88길 38 신세계맨션 방향,방범,37.53704858,126.8411681,1,2021-01-29
강서구,C261016_화곡2동 461-4,방범,37.537052,126.85392,1,2021-01-29
강서구,C261016_화곡2동 461-4(보조1) 신정여중 신정여상 방향,방범,37.537052,126.85392,1,2021-01-29
강서구,C251082_화곡1동 367-153(고정2) 진민 그린 아파트 방향,방범,37.53706872,126.8411425,1,2021-01-29
강서구,C281051_화곡4동 504-37(고정1),방범,37.53710606,126.8602842,1,2021-01-29
강서구,C251013(A2039)_화곡1동 367-6,방범,37.53727,126.84062,1,2021-01-29
강서구,C311049_화곡본동 105-464(고정1) 까치산 방향,방범,37.53729831,126.8437268,1,2021-01-29
강서구,C311049_화곡본동 105-464(고정2) 까치산로 2길 75 방향,방범,37.53729831,126.8437268,1,2021-01-29
강서구,C311049_화곡본동 105-464(고정3) 까치산근린공원 방향,방범,37.53729831,126.8437268,1,2021-01-29
강서구,C281040_화곡4동 504-111(고정2) 등촌로 13마길 11 방향,방범,37.53735655,126.8607104,1,2021-01-29
강서구,C281040_화곡4동 504-111(고정3) 정우아파트 방향,방범,37.53737902,126.8606989,1,2021-01-29
강서구,C301024_화곡8동 410-7(보조1) 곰달래로 35길 163 한빛타운 방향,방범,37.5373884,126.850046,1,2021-01-29
강서구,C301024_화곡8동 410-7,방범,37.53738847,126.8500462,1,2021-01-29
강서구,C301024_화곡8동 410-7(보조2) 초록마을로 28길 12 화이트빌 방향,방범,37.53738847,126.8500462,1,2021-01-29
강서구,P313003_까치산근린공원1,방범,37.53739704,126.8446654,1,2021-01-29
강서구,F257001_[체납]가로공원 공영주차장,방범,37.53745,126.83912,1,2021-01-29
강서구,C251060_화곡1동 377-26(고정1) 가로공원로 183-14방향,방범,37.53757877,126.8360529,1,2021-01-29
강서구,C251060_화곡1동 377-26(고정2) 가로공원로 183-48방향,방범,37.53757877,126.8360529,1,2021-01-29
강서구,C161010(A2016)_등촌2동 574-6,방범,37.53758561,126.8613989,1,2021-01-29
강서구,P313005_까치산근린공원3,방범,37.537586,126.84299,1,2021-01-29
강서구,P313014 - 화곡본동105-561(까치산근린공원)(보조2),방범,37.53766162,126.8440236,1,2021-01-29
강서구,P313014 - 화곡본동105-561(까치산근린공원),방범,37.53766384,126.8440179,1,2021-01-29
강서구,P313014 - 화곡본동105-561(까치산근린공원)(보조1),방범,37.53767062,126.8440207,1,2021-01-29
강서구,C301009(A1131)_화곡8동 410-199,방범,37.53769435,126.848715,1,2021-01-29
강서구,C281053_화곡4동 475-11(고정2),방범,37.5377397,126.856572,1,2021-01-29
강서구,C281053_화곡4동 475-11(고정1),방범,37.53773977,126.8565725,1,2021-01-29
강서구,C251079_화곡1동 1088-2(고정1) 화곡 보람 더하임 아파트 방향,방범,37.53778746,126.8350974,1,2021-01-29
강서구,C251079_화곡1동 1088-2(고정2) 가로공원로 대로 방향,방범,37.53779646,126.8350945,1,2021-01-29
강서구,C281040_화곡4동 504-189(고정4) 등촌로 13마길 18 두성빌라 방향,방범,37.53779688,126.8600501,1,2021-01-29
강서구,C281040_화곡4동 504-189(고정5) 매봉산 방향,방범,37.53781266,126.86005,1,2021-01-29
강서구,G164004(G9013)_등촌2동 569-1 (그린파킹),방범,37.53784,126.86235,1,2021-01-29
강서구,C251112_화곡1동 379-32(고정1),방범,37.53785995,126.838841,1,2021-01-29
강서구,C281013(A4024)_화곡4동 504-182,방범,37.53795,126.85903,1,2021-01-29
강서구,C161009(A2015)_등촌2동 565-20,방범,37.53795604,126.862809,1,2021-01-29
강서구,C251034_화곡1동 1088-6,방범,37.53796,126.83533,1,2021-01-29
강서구,C251088_화곡1동 379-32(고정1) 근상프리즘 아트빌 방향,방범,37.53796666,126.8381152,1,2021-01-29
강서구,C251087_화곡1동 379-50(고정3) 강서로 대로 방향,방범,37.53798932,126.8369322,1,2021-01-29
강서구,C251087_화곡1동 379-50(고정2) 화곡로 대로 방향,방범,37.53800279,126.8369236,1,2021-01-29
강서구,C251087_화곡1동 379-50(고정1) 가로공원로 대로 방향,방범,37.53801073,126.8369334,1,2021-01-29
강서구,C301008(A1130)_화곡8동 409-48,방범,37.53812309,126.8463767,1,2021-01-29
강서구,C281048_화곡4동 504-70(고정2) - 국제아트빌 방향,방범,37.5381292,126.859326,1,2021-01-29
강서구,C281048_화곡4동 504-70(고정1) - 대산그린빌라 방향,방범,37.53812924,126.8593265,1,2021-01-29
강서구,C301008(A1130)_화곡8동409-48(보조1) 대무 어린이공원 방향,방범,37.538136,126.84638,1,2021-01-29
강서구,C311025(A4013)_화곡본동 105-430,방범,37.53815,126.84333,1,2021-01-29
강서구,C311025(A4013)_화곡본동 105-430(보조1) 까치산로 4라길 51 까치산 근린공원 방향,방범,37.53815,126.84333,1,2021-01-29
강서구,C301014(A4029)_화곡8동 409-249,방범,37.53816,126.84738,1,2021-01-29
강서구,C281031_화곡4동 504-68(고정2) 봉제산 방향,방범,37.53827433,126.8595848,1,2021-01-29
강서구,C281031_화곡4동 504-68(고정1) 성경빌라트(등촌로13마길 17-7)방향,방범,37.53829234,126.8595818,1,2021-01-29
강서구,C301043_화곡8동 410-261(고정2) 초록마을로 28길 15 다우빌라 방향,방범,37.5383258,126.8504442,1,2021-01-29
강서구,C251016(A2042)_화곡1동 379-6,방범,37.538326,126.83906,1,2021-01-29
강서구,C301043_화곡8동 410-261(고정1) 태창아파트 방향,방범,37.5383303,126.8504427,1,2021-01-29
강서구,C311057_화곡본동 105-428(고정2) 좌측은 강서로 대로 방향 우측은 화곡본동성당 방향,방범,37.53850501,126.8433257,1,2021-01-29
강서구,C251004(A2030)_화곡1동 1087,방범,37.538513,126.83473,1,2021-01-29
강서구,C251004(A2030)_화곡1동 1087_럭키마트 옆(보조1) 강서중앙시장재건축방향,방범,37.538513,126.83473,1,2021-01-29
강서구,C311057_화곡본동 105-428(고정1) 강서로24길 34 미문빌라 방향,방범,37.53851858,126.8433341,1,2021-01-29
강서구,C301027(A3022)_화곡8동 410-206,방범,37.53853,126.84928,1,2021-01-29
강서구,C301027(A3022)_화곡8동 410-206(보조1) 초록마을로24길 21-4 개구리어린이집 방향,방범,37.53853,126.84928,1,2021-01-29
강서구,C311011(A1145)_화곡본동 56-673,방범,37.53857246,126.8502241,1,2021-01-29
강서구,C251065_화곡1동 1086-24(고정1) 초롱공원방향,방범,37.53860041,126.836208,1,2021-01-29
강서구,C251065_화곡1동 1086-24(고정2) 화곡로20길 37방향,방범,37.53860041,126.836208,1,2021-01-29
강서구,C251065_화곡1동 1086-24(고정3) 강서중앙시장재건축방향,방범,37.53860041,126.836208,1,2021-01-29
강서구,C251054_화곡1동 400-41,방범,37.5386339,126.841788,1,2021-01-29
강서구,C311001(A1134)_화곡본동 102-143,방범,37.53868,126.84508,1,2021-01-29
강서구,C311001(A1134)_화곡본동 102-143(보조1) 까치산 근린공원 방향,방범,37.53868,126.84508,1,2021-01-29
강서구,C251068_화곡1동 400-75 하나하이츠 옆(고정1) 가로공원로방향,방범,37.53870379,126.8397754,1,2021-01-29
강서구,S282002(A3029)_화곡4동 488-2(한광고등학교),방범,37.53887192,126.8576478,1,2021-01-29
강서구,C311083_화곡본동 56-393(고정2),방범,37.5388857,126.850059,1,2021-01-29
강서구,C311083_화곡본동 56-393(고정3),방범,37.5388857,126.850059,1,2021-01-29
강서구,C311083_화곡본동 56-393(고정1),방범,37.5388858,126.8500594,1,2021-01-29
강서구,C251017(A2043)_화곡1동 400-72,방범,37.538933,126.84036,1,2021-01-29
강서구,C251032(A3046)_화곡1동 381-12,방범,37.538937,126.83923,1,2021-01-29
강서구,C251061_화곡1동 1085-14(고정1) 신월초등학교방향,방범,37.53895579,126.838098,1,2021-01-29
강서구,C251061_화곡1동 1085-14(고정2) 화곡로20길 33-29방향,방범,37.53895579,126.838098,1,2021-01-29
강서구,C251061_화곡1동 1085-14(고정3) 강서로31길 84방향,방범,37.53895579,126.838098,1,2021-01-29
강서구,C251083_화곡1동 1085-25(고정1) 신월초교 방향,방범,37.53899438,126.8385504,1,2021-01-29
강서구,C251083_화곡1동 1085-25(고정2) 화곡로 24길 40-25 방향,방범,37.53899442,126.8385589,1,2021-01-29
강서구,C311022_화곡본동 56-703 - 카메라 1,방범,37.539017,126.85162,1,2021-01-29
강서구,C251093_화곡1동 400-28(고정1) 가로공원로 89길 11 방향,방범,37.5390382,126.8415538,1,2021-01-29
강서구,C311046_화곡본동 56-151(고정1) 초록마을로28길 50 화성빌라5차 방향,방범,37.53906508,126.8488389,1,2021-01-29
강서구,C311046_화곡본동 56-151(고정2) 초록마을로22길 58 성원파크빌 방향,방범,37.53906508,126.8488389,1,2021-01-29
강서구,C311046_화곡본동 56-151(고정3) 초록마을로22길 36 방향,방범,37.53906508,126.8488389,1,2021-01-29
강서구,C311009_화곡본동 56-433 (초록마을로 22길 69 방향),방범,37.53906731,126.8480183,1,2021-01-29
강서구,C311009_화곡본동 56-433(보조1) 화곡본-1 공영주차장 방향,방범,37.539085,126.84802,1,2021-01-29
강서구,C281039_화곡4동 488-47(고정2) 신영아파트 방향,방범,37.53916369,126.8582075,1,2021-01-29
강서구,C281039_화곡4동 488-47(고정1) 한광고등학교 방향,방범,37.53917043,126.8582047,1,2021-01-29
강서구,C311034_화곡본동 56-654 - 카메라 1,방범,37.539207,126.85089,1,2021-01-29
강서구,C311034_화곡본동 56-654(보조1) 초록마을로24길 21-11 방향,방범,37.539207,126.85089,1,2021-01-29
강서구,C251039(A4018)_화곡1동 1070-39,방범,37.539253,126.83423,1,2021-01-29
강서구,C311059_화곡본동 56-393(고정2) 초록마을로 28길 36 에이스빌라트 방향,방범,37.53930297,126.8502999,1,2021-01-29
강서구,C251096_화곡1동 1078(고정2) - 지혜빌딩 방향,방범,37.5393048,126.839003,1,2021-01-29
강서구,C251096_화곡1동 1078(고정1) - 산호맨션 방향,방범,37.53930485,126.8390035,1,2021-01-29
강서구,C311059_화곡본동 56-393(고정1) 초록마을로 24길 28 삼성연립 방향,방범,37.53930746,126.850297,1,2021-01-29
강서구,C311060_화곡본동 403-17(고정1) 강서로 26길 5-22 대송빌라 방향,방범,37.53932797,126.8426026,1,2021-01-29
강서구,C311002(A1135)_화곡본동 102-66(보조1) 까치산로4길 85-12 고려주택 방향,방범,37.539406,126.846596,1,2021-01-29
강서구,C311002(A1135)_화곡본동 102-66,방범,37.53941321,126.8465919,1,2021-01-29
강서구,C251108_화곡1동 1083-1(고정2) - 가로공원로 대로 방향,방범,37.5394422,126.836582,1,2021-01-29
강서구,C251108_화곡1동 1083-1(고정3) - 화곡로 대로 방향,방범,37.5394422,126.836582,1,2021-01-29
강서구,C251108_화곡1동 1083-1(고정4) - 건형빌라 방향,방범,37.5394422,126.836582,1,2021-01-29
강서구,C251108_화곡1동 1083-1(고정1) - 강서뉴타워 방향,방범,37.53944222,126.8365828,1,2021-01-29
강서구,C311003_화곡본동 105-239,방범,37.53945642,126.8430089,1,2021-01-29
강서구,C311003_화곡본동 105-239(보조1) - 까치산로 2길 58 까치산 아파트 방향,방범,37.539474,126.84301,1,2021-01-29
강서구,C251006_화곡1동 1083-20 - 카메라 1,방범,37.53952,126.83809,1,2021-01-29
강서구,C251033(A3047)_화곡1동 1072-22,방범,37.539547,126.835884,1,2021-01-29
강서구,C311038(A3024)_화곡본동 56-501,방범,37.539642,126.85014,1,2021-01-29
강서구,C311038_화곡본동 56-501(보조1) 초록마을로22길 33 성은빌라 방향,방범,37.53964913,126.850144,1,2021-01-29
강서구,C311077_화곡본동 102-224(고정1) - 화곡본동천주교회 방향,방범,37.5398426,126.845485,1,2021-01-29
강서구,C311077_화곡본동 102-224(고정2) - 중앙파크맨션 방향,방범,37.5398426,126.845485,1,2021-01-29
강서구,C311081_화곡본동 56-638(고정2),방범,37.5398483,126.847161,1,2021-01-29
강서구,C311081_화곡본동 56-638(고정1),방범,37.53984835,126.8471616,1,2021-01-29
강서구,C251089_화곡1동 662-26(고정2) 화곡 현대주유소 방향,방범,37.53990481,126.8409817,1,2021-01-29
강서구,C251089_화곡1동 662-26(고정1) 강서로 29길 32 태경 아파트 방향,방범,37.53992058,126.8409815,1,2021-01-29
강서구,C311004(A1137)_화곡본동 105-207(보조1) 볏골공원 방향,방범,37.54,126.84458,1,2021-01-29
강서구,C311004(A1137)_화곡본동 105-207,방범,37.54000144,126.8445775,1,2021-01-29
강서구,C311058_화곡본동 105-191(고정1) 강서로 26길 35-20 쌍용 빌라트 방향,방범,37.54006449,126.8441638,1,2021-01-29
강서구,C311052_화곡본동 56-108(고정1) 초록마을로22길 13 두산빌라 방향,방범,37.54006954,126.8513897,1,2021-01-29
강서구,C311058_화곡본동 105-191(고정2) 노을공원 방향,방범,37.54007571,126.8441552,1,2021-01-29
강서구,C251005_화곡1동 1078-27,방범,37.54014,126.84057,1,2021-01-29
강서구,C311036_화곡본동 102-324,방범,37.54018418,126.8470577,1,2021-01-29
강서구,S312005_화곡본동 57-29(화일초등학교)(신규),방범,37.540302,126.84852,1,2021-01-29
강서구,C311076_화곡본동 105-141(고정1) - 성원빌라 방향,방범,37.5403898,126.842164,1,2021-01-29
강서구,C311076_화곡본동 105-141(고정2) - 파랑새빌라트 방향,방범,37.5403898,126.842164,1,2021-01-29
강서구,C311035_화곡동 56-23(고정1) 초록마을로 18길 21 밀레니엄 빌라 방향,방범,37.54053377,126.8489997,1,2021-01-29
강서구,C311035_화곡동 56-23(고정2) 화곡본-1 공영주차장 방향,방범,37.54053377,126.8489997,1,2021-01-29
강서구,C271039_화곡3동 1068-22(고정2),방범,37.5405476,126.835512,1,2021-01-29
강서구,C271039_화곡3동 1068-22(고정1),방범,37.54054768,126.8355125,1,2021-01-29
강서구,C311016_화곡본동 105-99 - 카메라 1,방범,37.54064,126.84297,1,2021-01-29
강서구,C311072_화곡본동 98-106(고정2) - 노을공원 방향,방범,37.5406911,126.845594,1,2021-01-29
강서구,C311072_화곡본동 98-106(고정1) - 비둘기공원 방향,방범,37.5406911,126.8455942,1,2021-01-29
강서구,C311010(A1144)_화곡본동 56-62,방범,37.5407,126.851,1,2021-01-29
강서구,C311078_화곡본동 105-115(고정1) - 볏골공원 방향,방범,37.5407087,126.843331,1,2021-01-29
강서구,C311078_화곡본동 105-115(고정2) - 노을공원 방향,방범,37.54070878,126.843331,1,2021-01-29
강서구,C271016_화곡3동 1044-29(고정1) 화곡역 방향,방범,37.540784,126.834722,1,2021-01-29
강서구,C271016_화곡3동 1044-29(고정2) 강서로 33길 103 CU 편의점 방향,방범,37.540784,126.834722,1,2021-01-29
강서구,C311072_화곡본동 98-106(고정4) - 강서중앙교회 방향,방범,37.5407857,126.845604,1,2021-01-29
강서구,C311072_화곡본동 98-106(고정3) - 볏골공원 방향,방범,37.5407858,126.8456045,1,2021-01-29
강서구,C311037(A3023)_화곡본동 56-260,방범,37.54081,126.85245,1,2021-01-29
강서구,C311027[경찰방범]_화곡본동 58-11,방범,37.54088,126.84806,1,2021-01-29
강서구,C271022_화곡3동 1044-31(고정1) 화곡로 대로 방향,방범,37.54094773,126.8342841,1,2021-01-29
강서구,C271022_화곡3동 1044-31(고정2) 화곡 3-1 공영주차장 방향,방범,37.54094773,126.8342841,1,2021-01-29
강서구,C311008_화곡본동 56-209,방범,37.5409569,126.8498837,1,2021-01-29
강서구,C251104_화곡1동 1075(고정1) - 신월초등학교 방향,방범,37.5409734,126.839999,1,2021-01-29
강서구,C251104_화곡1동 1075(고정3) - 화곡로 대로 방향 우측은 화곡역 방향,방범,37.5409734,126.839999,1,2021-01-29
강서구,C251104_화곡1동 1075(고정2) - 계명아파트 방향,방범,37.54097345,126.8399992,1,2021-01-29
강서구,C311065_화곡본동 100-22(고정2) - 비둘기공원 방향,방범,37.5410072,126.846003,1,2021-01-29
강서구,C311065_화곡본동 100-22(고정3) - 삼성로얄빌리지 방향,방범,37.5410072,126.846003,1,2021-01-29
강서구,C311065_화곡본동 100-22(고정4) - 노을공원 방향,방범,37.5410072,126.846003,1,2021-01-29
강서구,C311065_화곡본동 100-22(고정1) - 카메라 바로아래 주차장 방향,방범,37.54100726,126.8460038,1,2021-01-29
강서구,C311041_화곡본동 56-92(고정3),방범,37.5410706,126.853776,1,2021-01-29
강서구,C311041_화곡본동 56-92(고정1) 좌측-불교 선법사 방향우측-동도하이츠 빌라 방향,방범,37.54107066,126.8537766,1,2021-01-29
강서구,C311041_화곡본동 56-92(고정2) 봉제산 쉼터 방향,방범,37.54107066,126.8537766,1,2021-01-29
강서구,G314001(G9005)_화곡본동 56-225 (그린파킹),방범,37.54111168,126.8494966,1,2021-01-29
강서구,C271018_화곡3동 1044-6,방범,37.54112405,126.8345839,1,2021-01-29
강서구,C311050_화곡본동 1076-4(고정1) 화곡로 대로 방향,방범,37.54124714,126.8416688,1,2021-01-29
